+-----+------------+----------+-----------+-----+-------------+-----------------+---------------+----------------------+--------------------+---------------------+-------------------+-------------------+------------------+
| did | num_values | iomethod | ioworkers | eic | query_order | master_uncached | master_cached | patched_off_uncached | patched_off_cached | patched_on_uncached | patched_on_cached | patched_off_coeff | patched_on_coeff |
| 25  | 256        | io_uring | 12        | 16  | asc         | 10.6464         | 0.1992        | 13.0858              | 0.252              | 8.984               | 0.2558            | 122.912909528103  | 84.385332131049  |
| 46  | 8          | worker   | 12        | 16  | desc        | 0.9266          | 0.0408        | 1.1388               | 0.0324             | 0.9456              | 0.032             | 122.900928124325  | 102.050507230736 |
| 19  | 128        | io_uring | 12        | 16  | desc        | 3.3152          | 0.0942        | 4.0742               | 0.0814             | 2.7244              | 0.1106            | 122.894546332046  | 82.1790540540541 |
| 38  | 2048       | worker   | 12        | 16  | desc        | 22.6198         | 0.478         | 27.7354              | 0.4134             | 14.9084             | 0.6596            | 122.615584576345  | 65.9086287235077 |
| 27  | 128        | worker   | 12        | 16  | desc        | 10.192          | 0.1194        | 12.4618              | 0.1332             | 7.5418              | 0.1872            | 122.270408163265  | 73.9972527472527 |
| 36  | 64         | worker   | 12        | 16  | asc         | 2.374           | 0.062         | 2.896                | 0.066              | 2.5788              | 0.0654            | 121.988205560236  | 108.626790227464 |
| 21  | 256        | io_uring | 12        | 16  | desc        | 5.3888          | 0.1092        | 6.559                | 0.1042             | 4.8156              | 0.1278            | 121.715409738717  | 89.3631235154394 |
| 19  | 2048       | worker   | 12        | 16  | asc         | 5.7384          | 0.3104        | 6.9724               | 0.3768             | 7.4244              | 0.3752            | 121.504252056322  | 129.381012128816 |
| 35  | 8          | io_uring | 12        | 16  | asc         | 0.9742          | 0.031         | 1.1796               | 0.0332             | 1.1188              | 0.0422            | 121.083966331349  | 114.842948059947 |
| 45  | 256        | io_uring | 12        | 16  | desc        | 6.1726          | 0.1536        | 7.453                | 0.1504             | 5.1276              | 0.1986            | 120.743284839452  | 83.0703431293134 |
| 21  | 2          | io_uring | 12        | 16  | asc         | 0.3748          | 0.026         | 0.4522               | 0.0226             | 0.3896              | 0.0226            | 120.651013874066  | 103.948772678762 |
| 28  | 16384      | io_uring | 12        | 16  | desc        | 16.7538         | 3.2946        | 20.2132              | 3.324              | 15.5534             | 3.6712            | 120.648449903902  | 92.8350583151285 |
| 38  | 16384      | io_uring | 12        | 16  | desc        | 38.686          | 2.2354        | 46.592               | 1.78               | 18.367              | 1.9142            | 120.436333557359  | 47.4771235072119 |
| 25  | 32768      | io_uring | 12        | 16  | asc         | 21.1434         | 7.024         | 25.45                | 6.9524             | 19.6632             | 6.7516            | 120.368531078256  | 92.9992338034564 |
| 39  | 32768      | io_uring | 12        | 16  | desc        | 33.115          | 4.2918        | 39.8576              | 4.7874             | 29.3938             | 4.2872            | 120.361165634909  | 88.762796315869  |
| 44  | 1          | worker   | 12        | 16  | asc         | 0.289           | 0.0252        | 0.3464               | 0.0216             | 0.3484              | 0.0222            | 119.861591695502  | 120.553633217993 |
| 5   | 1          | io_uring | 12        | 16  | desc        | 0.3976          | 0.0238        | 0.4762               | 0.0294             | 0.5224              | 0.0288            | 119.76861167002   | 131.388329979879 |
| 20  | 8192       | worker   | 12        | 16  | desc        | 5.3136          | 0.952         | 6.3522               | 0.7752             | 7.5364              | 1.2168            | 119.546070460705  | 141.832279433905 |
| 18  | 256        | worker   | 12        | 16  | desc        | 4.0396          | 0.1002        | 4.829                | 0.1084             | 4.7382              | 0.12              | 119.541538766214  | 117.293791464501 |
| 30  | 16384      | io_uring | 12        | 16  | asc         | 123.8172        | 5.6366        | 147.5498             | 6.1704             | 41.6374             | 6.585             | 119.167450079634  | 33.6281227486973 |
| 4   | 2048       | worker   | 12        | 16  | desc        | 6.8558          | 0.859         | 8.1592               | 1.1686             | 10.2492             | 1.2348            | 119.011639779457  | 149.496776452055 |
| 24  | 128        | io_uring | 12        | 16  | asc         | 3.7926          | 0.0834        | 4.5108               | 0.0706             | 4.4502              | 0.1108            | 118.936877076412  | 117.33902863471  |
| 21  | 16         | io_uring | 12        | 16  | desc        | 1.1104          | 0.0316        | 1.318                | 0.0354             | 1.208               | 0.0308            | 118.695965417867  | 108.789625360231 |
| 40  | 8192       | io_uring | 12        | 16  | desc        | 25.4824         | 1.4964        | 30.2442              | 1.1754             | 15.9234             | 1.6472            | 118.686622924057  | 62.4878347408407 |
| 43  | 64         | io_uring | 12        | 16  | asc         | 0.7824          | 0.033         | 0.9278               | 0.0334             | 0.7556              | 0.0426            | 118.583844580777  | 96.5746421267894 |
| 43  | 128        | io_uring | 12        | 16  | asc         | 0.8918          | 0.0444        | 1.0574               | 0.0514             | 1.134               | 0.0624            | 118.569185916125  | 127.158555729984 |
| 42  | 512        | io_uring | 12        | 16  | asc         | 1.083           | 0.1158        | 1.2824               | 0.1182             | 1.1954              | 0.135             | 118.411819021237  | 110.378578024007 |
| 40  | 256        | io_uring | 12        | 16  | asc         | 12.0828         | 0.1572        | 14.3058              | 0.1574             | 9.973               | 0.1868            | 118.398053431324  | 82.5388155063396 |
| 7   | 1          | worker   | 12        | 16  | asc         | 0.442           | 0.0256        | 0.522                | 0.0266             | 0.4574              | 0.0254            | 118.099547511312  | 103.484162895928 |
| 41  | 64         | io_uring | 12        | 16  | asc         | 0.724           | 0.0332        | 0.8548               | 0.0394             | 0.824               | 0.042             | 118.066298342541  | 113.812154696133 |
| 45  | 1024       | worker   | 12        | 16  | asc         | 4.4646          | 0.2434        | 5.2694               | 0.4346             | 5.3                 | 0.4012            | 118.026250951933  | 118.711642700354 |
| 41  | 2048       | worker   | 12        | 16  | desc        | 5.318           | 0.3164        | 6.2676               | 0.2884             | 6.5114              | 0.5032            | 117.856336968785  | 122.440767205716 |
| 30  | 32768      | io_uring | 12        | 16  | asc         | 142.5994        | 13.0748       | 167.9398             | 12.8318            | 65.8468             | 12.2868           | 117.770341249683  | 46.1760708670583 |
| 35  | 128        | io_uring | 12        | 16  | asc         | 2.8484          | 0.0744        | 3.349                | 0.1008             | 3.2248              | 0.082             | 117.574778823199  | 113.214436174695 |
| 37  | 8192       | io_uring | 12        | 16  | asc         | 28.3594         | 1.4244        | 33.337               | 1.5508             | 12.7908             | 1.731             | 117.551852295888  | 45.1025056947608 |
| 39  | 2048       | worker   | 12        | 16  | asc         | 23.099          | 0.5618        | 27.139               | 0.5692             | 12.3446             | 0.6758            | 117.489934629205  | 53.4421403523962 |
| 2   | 512        | worker   | 12        | 16  | desc        | 10.3354         | 0.2936        | 12.1398              | 0.306              | 12.6174             | 0.4628            | 117.458443795112  | 122.079455076727 |
| 40  | 2048       | worker   | 12        | 16  | asc         | 28.3874         | 0.417         | 33.3378              | 0.5106             | 14.3966             | 0.6422            | 117.438722813643  | 50.714753728767  |
| 3   | 1024       | io_uring | 12        | 16  | desc        | 6.5014          | 0.4314        | 7.6336               | 0.5208             | 6.708               | 0.678             | 117.4147106777    | 103.177777094164 |
| 16  | 4          | io_uring | 12        | 16  | desc        | 0.615           | 0.0226        | 0.722                | 0.0298             | 0.6344              | 0.0256            | 117.39837398374   | 103.154471544715 |
| 38  | 1024       | io_uring | 12        | 16  | desc        | 24.8806         | 0.3542        | 29.1784              | 0.4706             | 16.4714             | 0.4578            | 117.273699187319  | 66.2017796998465 |
| 23  | 2          | io_uring | 12        | 16  | asc         | 0.345           | 0.0182        | 0.4042               | 0.0252             | 0.3816              | 0.0218            | 117.159420289855  | 110.608695652174 |
| 18  | 512        | io_uring | 12        | 16  | desc        | 4.4178          | 0.1206        | 5.1736               | 0.1192             | 4.479               | 0.133             | 117.108062836706  | 101.385304902893 |
| 35  | 32         | worker   | 12        | 16  | asc         | 1.7084          | 0.0486        | 1.999                | 0.0484             | 2.2038              | 0.0484            | 117.010067899789  | 128.99789276516  |
| 24  | 8192       | io_uring | 12        | 16  | desc        | 6.903           | 1.0598        | 8.0724               | 0.9644             | 8.45                | 1.0216            | 116.940460669274  | 122.41054613936  |
| 43  | 128        | io_uring | 12        | 16  | desc        | 0.7894          | 0.0438        | 0.923                | 0.0422             | 0.9992              | 0.0554            | 116.924246262985  | 126.577147200405 |
| 41  | 4          | worker   | 12        | 16  | asc         | 0.422           | 0.0312        | 0.493                | 0.0236             | 0.4924              | 0.0248            | 116.824644549763  | 116.682464454976 |
| 24  | 8          | worker   | 12        | 16  | asc         | 0.6594          | 0.0282        | 0.7702               | 0.0272             | 0.6726              | 0.0266            | 116.803154382772  | 102.001819836215 |
| 21  | 128        | worker   | 12        | 16  | desc        | 4.8536          | 0.0908        | 5.6678               | 0.0702             | 4.4796              | 0.0974            | 116.775177188067  | 92.2943794297016 |
| 17  | 32         | io_uring | 12        | 16  | desc        | 1.609           | 0.046         | 1.877                | 0.0484             | 1.3854              | 0.0396            | 116.656308266004  | 86.1031696706029 |
| 25  | 2048       | worker   | 12        | 16  | asc         | 14.2262         | 0.6888        | 16.5872              | 0.4944             | 12.6742             | 0.9392            | 116.596139517229  | 89.090551236451  |
| 20  | 2048       | io_uring | 12        | 16  | asc         | 6.7946          | 0.2346        | 7.9202               | 0.2544             | 6.2054              | 0.4078            | 116.566096606128  | 91.3284078532953 |
| 22  | 256        | worker   | 12        | 16  | asc         | 4.798           | 0.112         | 5.5896               | 0.1144             | 3.5044              | 0.109             | 116.498541058774  | 73.0387661525636 |
| 45  | 256        | worker   | 12        | 16  | desc        | 6.811           | 0.1686        | 7.9298               | 0.1468             | 5.175               | 0.1868            | 116.426369108795  | 75.9800323006901 |
| 46  | 1024       | io_uring | 12        | 16  | asc         | 6.2316          | 0.246         | 7.255                | 0.3884             | 8.0156              | 0.4912            | 116.422748571795  | 128.628281661211 |
| 22  | 4          | io_uring | 12        | 16  | desc        | 0.4616          | 0.0244        | 0.5374               | 0.0222             | 0.499               | 0.0246            | 116.421143847487  | 108.102253032929 |
| 44  | 2          | io_uring | 12        | 16  | desc        | 0.3496          | 0.0242        | 0.407                | 0.0244             | 0.375               | 0.0228            | 116.41876430206   | 107.265446224256 |
| 40  | 1          | io_uring | 12        | 16  | asc         | 0.2924          | 0.024         | 0.3404               | 0.0234             | 0.3266              | 0.0334            | 116.415868673051  | 111.696306429549 |
| 22  | 8192       | worker   | 12        | 16  | asc         | 8.1922          | 0.952         | 9.5336               | 0.9528             | 10.4804             | 1.1622            | 116.374111960157  | 127.931446986158 |
| 2   | 8          | io_uring | 12        | 16  | asc         | 2.0902          | 0.0422        | 2.4314               | 0.0388             | 1.9952              | 0.0524            | 116.32379676586   | 95.4549803846522 |
| 28  | 1          | io_uring | 12        | 16  | asc         | 0.3688          | 0.0238        | 0.4288               | 0.0264             | 0.359               | 0.0256            | 116.268980477223  | 97.3427331887202 |
| 37  | 32768      | worker   | 12        | 16  | desc        | 60.9266         | 3.6858        | 70.8096              | 4.52               | 37.4304             | 5.4308            | 116.221157917888  | 61.435235184632  |
| 21  | 256        | io_uring | 12        | 16  | asc         | 4.9942          | 0.0998        | 5.8038               | 0.1092             | 4.6136              | 0.1254            | 116.210804533259  | 92.3791598253975 |
| 29  | 2048       | worker   | 12        | 16  | asc         | 64.5802         | 1.1874        | 75.0452              | 1.007              | 18.6234             | 1.5278            | 116.204657154979  | 28.837631348308  |
| 8   | 2          | worker   | 12        | 16  | asc         | 0.4772          | 0.029         | 0.5544               | 0.0294             | 0.4836              | 0.0258            | 116.17770326907   | 101.341156747695 |
| 24  | 16         | io_uring | 12        | 16  | asc         | 1.01            | 0.0304        | 1.1714               | 0.0354             | 1.0752              | 0.0394            | 115.980198019802  | 106.455445544554 |
| 3   | 512        | worker   | 12        | 16  | desc        | 5.7122          | 0.3474        | 6.6222               | 0.3132             | 6.768               | 0.4044            | 115.930814747383  | 118.48324638493  |
| 42  | 128        | worker   | 12        | 16  | desc        | 0.9594          | 0.0636        | 1.1116               | 0.0494             | 1.1248              | 0.0632            | 115.86408171774   | 117.239941630186 |
| 34  | 32         | worker   | 12        | 16  | desc        | 2.0346          | 0.0468        | 2.3564               | 0.0446             | 2.1336              | 0.0526            | 115.816376683378  | 104.865821291654 |
| 23  | 8          | worker   | 12        | 16  | desc        | 0.7066          | 0.0296        | 0.8178               | 0.0276             | 0.7488              | 0.028             | 115.737333710727  | 105.972261534107 |
| 5   | 32         | io_uring | 12        | 16  | desc        | 1.0108          | 0.0628        | 1.168                | 0.0634             | 1.1566              | 0.0782            | 115.552037989711  | 114.424218440839 |
| 8   | 4          | worker   | 12        | 16  | desc        | 0.5288          | 0.0276        | 0.6108               | 0.0274             | 0.5838              | 0.0308            | 115.506807866868  | 110.400907715582 |
| 41  | 1          | io_uring | 12        | 16  | asc         | 0.2954          | 0.0208        | 0.3412               | 0.0254             | 0.3364              | 0.02              | 115.504400812458  | 113.879485443466 |
| 28  | 256        | io_uring | 12        | 16  | desc        | 12.4952         | 0.241         | 14.4008              | 0.2914             | 9.2448              | 0.2996            | 115.250656252001  | 73.9868109353992 |
| 1   | 256        | worker   | 12        | 16  | asc         | 5.3646          | 0.1944        | 6.181                | 0.1654             | 5.9238              | 0.2622            | 115.218282816985  | 110.423889945196 |
| 35  | 32         | io_uring | 12        | 16  | desc        | 2.1656          | 0.0552        | 2.4942               | 0.0562             | 2.3156              | 0.0514            | 115.173623937939  | 106.926486885851 |
| 36  | 1          | worker   | 12        | 16  | asc         | 0.3626          | 0.023         | 0.4176               | 0.0226             | 0.3842              | 0.0246            | 115.168229453944  | 105.956977385549 |
| 33  | 64         | io_uring | 12        | 16  | asc         | 2.1462          | 0.0642        | 2.4706               | 0.063              | 2.3872              | 0.0644            | 115.115087130743  | 111.229149193924 |
| 13  | 4          | worker   | 12        | 16  | asc         | 0.5622          | 0.026         | 0.647                | 0.0256             | 0.5654              | 0.0274            | 115.083600142298  | 100.5691924582   |
| 37  | 16384      | io_uring | 12        | 16  | asc         | 30.4972         | 2.0268        | 35.029               | 2.4664             | 23.5826             | 2.4928            | 114.859724827197  | 77.3270988812088 |
| 21  | 1024       | worker   | 12        | 16  | asc         | 5.3536          | 0.1882        | 6.1474               | 0.2074             | 4.7258              | 0.268             | 114.827405857741  | 88.2733114166169 |
| 19  | 16384      | io_uring | 12        | 16  | desc        | 9.5264          | 1.9186        | 10.936               | 1.6552             | 11.0502             | 1.9644            | 114.796775277125  | 115.995549210615 |
| 28  | 2          | io_uring | 12        | 16  | desc        | 0.4324          | 0.0252        | 0.496                | 0.022              | 0.4936              | 0.0254            | 114.708603145236  | 114.153561517114 |
| 46  | 2          | worker   | 12        | 16  | asc         | 0.4938          | 0.0246        | 0.566                | 0.0284             | 0.4904              | 0.0264            | 114.621304171729  | 99.3114621304172 |
| 42  | 512        | io_uring | 12        | 16  | desc        | 1.6782          | 0.0906        | 1.9228               | 0.1094             | 1.982               | 0.146             | 114.575140030986  | 118.102729114527 |
| 28  | 8192       | worker   | 12        | 16  | desc        | 15.198          | 1.7356        | 17.4024              | 2.1066             | 16.2902             | 1.6616            | 114.504540071062  | 107.186471904198 |
| 31  | 4096       | worker   | 12        | 16  | desc        | 89.9068         | 1.4792        | 102.7782             | 1.8328             | 25.7736             | 2.1528            | 114.316380963398  | 28.667019624767  |
| 38  | 32768      | io_uring | 12        | 16  | asc         | 31.4624         | 3.7058        | 35.909               | 4.005              | 25.2948             | 4.4538            | 114.133060414972  | 80.3969182262002 |
| 33  | 256        | io_uring | 12        | 16  | desc        | 4.1356          | 0.1226        | 4.72                 | 0.1018             | 3.1538              | 0.1328            | 114.130960441048  | 76.2597930167328 |
| 3   | 64         | worker   | 12        | 16  | asc         | 4.6224          | 0.102         | 5.2738               | 0.0864             | 5.7258              | 0.134             | 114.09224645206   | 123.870716510903 |
| 13  | 1          | io_uring | 12        | 16  | desc        | 0.356           | 0.0236        | 0.406                | 0.0236             | 0.386               | 0.0248            | 114.044943820225  | 108.426966292135 |
| 5   | 128        | io_uring | 12        | 16  | desc        | 3.032           | 0.1786        | 3.4546               | 0.196              | 2.157               | 0.2012            | 113.937994722955  | 71.1411609498681 |
| 44  | 256        | worker   | 12        | 16  | desc        | 0.9552          | 0.0678        | 1.0882               | 0.0758             | 0.9848              | 0.0894            | 113.92378559464   | 103.098827470687 |
| 35  | 2048       | worker   | 12        | 16  | desc        | 4.1298          | 0.5006        | 4.7034               | 0.4992             | 6.3076              | 0.807             | 113.889292459683  | 152.733788561189 |
| 5   | 16         | io_uring | 12        | 16  | desc        | 0.7198          | 0.0414        | 0.8192               | 0.047              | 0.7818              | 0.0448            | 113.809391497638  | 108.613503751042 |
| 44  | 16         | worker   | 12        | 16  | asc         | 0.7112          | 0.0274        | 0.809                | 0.0304             | 0.7786              | 0.0344            | 113.751406074241  | 109.476940382452 |
| 46  | 32         | worker   | 12        | 16  | desc        | 2.5368          | 0.0622        | 2.8838               | 0.0554             | 2.6136              | 0.0568            | 113.678650268054  | 103.027436140019 |
| 26  | 32768      | worker   | 12        | 16  | asc         | 32.0322         | 8.3792        | 36.4108              | 6.5398             | 33.4958             | 7.075             | 113.66937019624   | 104.569152290508 |
| 15  | 8          | io_uring | 12        | 16  | desc        | 0.8116          | 0.031         | 0.9224               | 0.0316             | 0.8812              | 0.0326            | 113.652045342533  | 108.57565303105  |
| 45  | 128        | io_uring | 12        | 16  | asc         | 4.181           | 0.1118        | 4.751                | 0.1136             | 3.9928              | 0.1556            | 113.633102128677  | 95.4986845252332 |
| 27  | 1          | worker   | 12        | 16  | asc         | 0.3498          | 0.0256        | 0.3974               | 0.0258             | 0.383               | 0.0262            | 113.607775871927  | 109.491137793025 |
| 33  | 32         | io_uring | 12        | 16  | desc        | 1.8738          | 0.0568        | 2.1278               | 0.053              | 1.9362              | 0.0588            | 113.555342085601  | 103.330131284022 |
| 41  | 256        | worker   | 12        | 16  | asc         | 1.0034          | 0.0568        | 1.1394               | 0.0642             | 1.0682              | 0.081             | 113.553916683277  | 106.458042654973 |
| 16  | 2          | io_uring | 12        | 16  | asc         | 0.3838          | 0.022         | 0.4354               | 0.0248             | 0.3948              | 0.026             | 113.444502344971  | 102.866076081292 |
| 18  | 8          | worker   | 12        | 16  | asc         | 0.697           | 0.0292        | 0.7896               | 0.0266             | 0.7498              | 0.028             | 113.285509325681  | 107.575322812052 |
| 30  | 4          | worker   | 12        | 16  | desc        | 0.5456          | 0.0246        | 0.618                | 0.0316             | 0.549               | 0.027             | 113.269794721408  | 100.623167155425 |
| 39  | 4096       | worker   | 12        | 16  | desc        | 26.296          | 0.7012        | 29.7768              | 1.0038             | 15.5424             | 0.9632            | 113.236994219653  | 59.1055673866748 |
| 29  | 32768      | worker   | 12        | 16  | asc         | 101.7636        | 11.765        | 115.2324             | 12.9172            | 46.258              | 13.1052           | 113.235380823792  | 45.456332126615  |
| 40  | 131072     | worker   | 12        | 16  | desc        | 47.8422         | 15.1948       | 54.1698              | 15.3482            | 47.5972             | 16.7234           | 113.2259804106    | 99.4878998039388 |
| 44  | 1024       | worker   | 12        | 16  | asc         | 2.9252          | 0.204         | 3.3116               | 0.1822             | 3.936               | 0.2486            | 113.209353206618  | 134.554902228907 |
| 5   | 2          | worker   | 12        | 16  | asc         | 0.4126          | 0.0302        | 0.467                | 0.0248             | 0.3732              | 0.023             | 113.184682501212  | 90.4507998061076 |
| 17  | 32         | io_uring | 12        | 16  | asc         | 1.7548          | 0.0452        | 1.9842               | 0.0468             | 1.8558              | 0.043             | 113.072714839298  | 105.755641668566 |
| 33  | 512        | io_uring | 12        | 16  | desc        | 5.6786          | 0.1688        | 6.42                 | 0.158              | 5.3212              | 0.2102            | 113.056034938189  | 93.706195188955  |
| 7   | 32         | io_uring | 12        | 16  | asc         | 1.1882          | 0.0654        | 1.3428               | 0.0648             | 1.1898              | 0.0714            | 113.0112775627    | 100.134657465073 |
