+-----+------------+----------+-----------+-----+-------------+-----------------+---------------+----------------------+--------------------+---------------------+-------------------+-------------------+------------------+
| did | num_values | iomethod | ioworkers | eic | query_order | master_uncached | master_cached | patched_off_uncached | patched_off_cached | patched_on_uncached | patched_on_cached | patched_off_coeff | patched_on_coeff |
| 22  | 4          | worker   | 12        | 16  | asc         | 1.9058          | 0.0614        | 2.2194               | 0.07               | 2.112               | 0.0652            | 116.455032007556  | 110.819603316193 |
| 5   | 2048       | worker   | 12        | 16  | desc        | 11.6892         | 1.2588        | 12.0216              | 1.2082             | 12.9478             | 1.2068            | 102.843650549225  | 110.767203914725 |
| 5   | 2          | io_uring | 12        | 16  | asc         | 1.205           | 0.0472        | 1.3084               | 0.0434             | 1.3346              | 0.0478            | 108.580912863071  | 110.755186721992 |
| 1   | 256        | worker   | 12        | 16  | desc        | 9.4934          | 0.9958        | 9.567                | 1.1346             | 10.5134             | 1.1486            | 100.775275454526  | 110.744306570881 |
| 8   | 4096       | worker   | 12        | 16  | asc         | 19.3386         | 2.3662        | 19.5426              | 2.3636             | 21.4112             | 2.3162            | 101.054885048556  | 110.717425253121 |
| 8   | 4          | io_uring | 12        | 16  | desc        | 1.5344          | 0.055         | 1.6178               | 0.0538             | 1.6982              | 0.0584            | 105.435349322211  | 110.675182481752 |
| 1   | 440536     | io_uring | 12        | 16  | asc         | 2367.275        | 1656.0228     | 2333.9474            | 2019.1886          | 2618.517            | 1950.7014         | 98.5921534253519  | 110.613131131787 |
| 25  | 4          | io_uring | 12        | 16  | asc         | 1.1526          | 0.0546        | 1.1548               | 0.049              | 1.2748              | 0.0544            | 100.190872809301  | 110.602116952976 |
| 4   | 512        | worker   | 12        | 16  | asc         | 15.8348         | 2.1098        | 16.5068              | 2.1698             | 17.5118             | 2.1322            | 104.243817414808  | 110.590597923561 |
| 10  | 2048       | worker   | 12        | 16  | asc         | 5.6318          | 1.0818        | 5.9624               | 1.04               | 6.2282              | 1.1102            | 105.870236869207  | 110.5898646969   |
| 7   | 256        | worker   | 12        | 16  | asc         | 4.8158          | 0.2494        | 4.9256               | 0.2498             | 5.3236              | 0.2644            | 102.279995016404  | 110.544457826322 |
| 19  | 4          | io_uring | 12        | 16  | desc        | 1.409           | 0.0596        | 1.5556               | 0.0672             | 1.5572              | 0.0662            | 110.404542228531  | 110.518097941803 |
| 1   | 512        | io_uring | 12        | 16  | asc         | 5.7434          | 1.9748        | 5.733                | 1.9434             | 6.3468              | 2.1596            | 99.818922589407   | 110.505972072292 |
| 13  | 128        | worker   | 12        | 16  | desc        | 2.5648          | 0.1206        | 2.5778               | 0.0992             | 2.8336              | 0.1014            | 100.5068621335    | 110.480349344978 |
| 13  | 256        | worker   | 12        | 16  | asc         | 2.7206          | 0.166         | 2.8842               | 0.1498             | 3.0056              | 0.1828            | 106.013379401603  | 110.475630375652 |
| 5   | 32         | worker   | 12        | 16  | asc         | 3.7696          | 0.1048        | 3.8704               | 0.1026             | 4.164               | 0.1296            | 102.6740237691    | 110.462648556876 |
| 1   | 4096       | worker   | 12        | 16  | asc         | 25.8146         | 14.1754       | 25.9082              | 13.9144            | 28.5148             | 15.4754           | 100.362585513624  | 110.459972263758 |
| 12  | 4          | worker   | 12        | 16  | desc        | 1.4024          | 0.0606        | 1.5234               | 0.0608             | 1.5488              | 0.0592            | 108.628066172276  | 110.439247005134 |
| 22  | 8192       | worker   | 12        | 16  | asc         | 18.7476         | 7.7406        | 18.6544              | 9.0088             | 20.702              | 8.7212            | 99.502869700655   | 110.4248010412   |
| 19  | 8          | io_uring | 12        | 16  | asc         | 1.8324          | 0.0788        | 2.2762               | 0.0832             | 2.0232              | 0.075             | 124.219602706833  | 110.41257367387  |
| 13  | 2          | worker   | 12        | 16  | asc         | 0.9968          | 0.048         | 1.0476               | 0.0436             | 1.1004              | 0.044             | 105.096308186196  | 110.393258426966 |
| 27  | 8          | io_uring | 12        | 16  | desc        | 1.5146          | 0.0598        | 1.6056               | 0.0604             | 1.6718              | 0.0584            | 106.008186980061  | 110.378977947973 |
| 8   | 4          | worker   | 12        | 16  | desc        | 1.5712          | 0.0522        | 1.7768               | 0.0608             | 1.7338              | 0.0536            | 113.085539714868  | 110.348778004073 |
| 28  | 16         | worker   | 12        | 16  | desc        | 2.1156          | 0.0742        | 2.1386               | 0.083              | 2.3338              | 0.0738            | 101.087162034411  | 110.313858952543 |
| 22  | 2048       | io_uring | 12        | 16  | desc        | 11.155          | 2.0932        | 12.0334              | 1.9452             | 12.3052             | 2.4498            | 107.87449574182   | 110.311071268489 |
| 21  | 16384      | worker   | 12        | 16  | asc         | 24.8276         | 15.7182       | 23.823               | 15.6498            | 27.3844             | 14.866            | 95.9536966923907  | 110.298216500991 |
| 5   | 4024288    | worker   | 12        | 16  | asc         | 3149.353        | 2318.222      | 3120.9364            | 2355.8324          | 3473.6224           | 2239.0212         | 99.0977003848092  | 110.296381510742 |
| 24  | 1          | io_uring | 12        | 16  | asc         | 1.163           | 0.0516        | 1.1692               | 0.0528             | 1.2824              | 0.0476            | 100.533104041273  | 110.266552020636 |
| 9   | 32768      | worker   | 12        | 16  | asc         | 24.5438         | 14.631        | 25.0272              | 15.959             | 27.062              | 16.003            | 101.969540169004  | 110.260024935014 |
| 10  | 256        | worker   | 12        | 16  | asc         | 3.1608          | 0.21          | 3.3248               | 0.2222             | 3.4848              | 0.2182            | 105.188559858264  | 110.250569476082 |
| 11  | 256        | io_uring | 12        | 16  | asc         | 3.1112          | 0.24          | 3.559                | 0.2452             | 3.4298              | 0.2486            | 114.393160195423  | 110.240421702237 |
| 4   | 2          | worker   | 12        | 16  | asc         | 2.6132          | 0.08          | 2.9014               | 0.0898             | 2.8808              | 0.0906            | 111.028623909383  | 110.240318383591 |
| 15  | 512        | io_uring | 12        | 16  | desc        | 2.9624          | 0.209         | 3.3524               | 0.208              | 3.2656              | 0.2114            | 113.165001350257  | 110.234944639481 |
| 4   | 65536      | io_uring | 12        | 16  | desc        | 360.7374        | 302.4396      | 358.3164             | 289.8586           | 397.5904            | 306.8766          | 99.3288746883467  | 110.216018632945 |
| 14  | 2048       | worker   | 12        | 16  | desc        | 6.1208          | 0.657         | 5.939                | 0.625              | 6.7448              | 0.6304            | 97.0298000261404  | 110.194745784865 |
| 26  | 4          | io_uring | 12        | 16  | asc         | 1.1546          | 0.0456        | 1.1458               | 0.0466             | 1.2722              | 0.0518            | 99.2378312835614  | 110.185345574225 |
| 2   | 256        | worker   | 12        | 16  | asc         | 6.3752          | 1.0266        | 6.2894               | 1.0088             | 7.0236              | 1.2086            | 98.6541598694943  | 110.170661312586 |
| 10  | 2          | worker   | 12        | 16  | asc         | 1.1086          | 0.048         | 1.1392               | 0.0502             | 1.2204              | 0.0552            | 102.760238138192  | 110.084791629082 |
| 31  | 2          | worker   | 12        | 16  | desc        | 2.3702          | 0.0794        | 2.3008               | 0.0842             | 2.609               | 0.0768            | 97.0719770483504  | 110.075099147751 |
| 17  | 16         | worker   | 12        | 16  | desc        | 2.718           | 0.106         | 3.0282               | 0.124              | 2.9904              | 0.1176            | 111.412803532009  | 110.022075055188 |
| 21  | 2048       | worker   | 12        | 16  | desc        | 12.6428         | 1.982         | 12.9266              | 2.0014             | 13.9038             | 2.1548            | 102.244755908501  | 109.974056379916 |
| 22  | 262144     | io_uring | 12        | 16  | asc         | 463.218         | 288.464       | 458.3144             | 286.87             | 509.3286            | 281.919           | 98.9414055585059  | 109.954405916869 |
| 25  | 8          | io_uring | 12        | 16  | asc         | 1.447           | 0.054         | 1.4798               | 0.052              | 1.591               | 0.0536            | 102.266758811334  | 109.951624049758 |
| 13  | 65536      | worker   | 12        | 16  | asc         | 29.5412         | 16.225        | 30.3218              | 15.386             | 32.4786             | 17.7256           | 102.642411276455  | 109.943401080525 |
| 13  | 2048576    | io_uring | 12        | 16  | asc         | 803.4622        | 582.7198      | 779.6144             | 589.3472           | 883.287             | 577.1592          | 97.0318703232088  | 109.935103356449 |
| 8   | 8          | worker   | 12        | 16  | asc         | 2.0928          | 0.0648        | 2.213                | 0.0692             | 2.3006              | 0.0686            | 105.743501529052  | 109.929281345566 |
| 5   | 131072     | io_uring | 12        | 16  | asc         | 110.5906        | 74.2364       | 109.961              | 77.6148            | 121.5684            | 76.0874           | 99.4306930245428  | 109.926521783949 |
| 1   | 64         | io_uring | 12        | 16  | asc         | 2.9944          | 0.3532        | 3.0016               | 0.3144             | 3.2916              | 0.3762            | 100.240448837831  | 109.925193694897 |
| 24  | 2048       | worker   | 12        | 16  | asc         | 12.4492         | 2.1286        | 12.3404              | 1.9884             | 13.6836             | 2.3254            | 99.1260482601292  | 109.915496578093 |
| 23  | 1          | worker   | 12        | 16  | asc         | 1.1926          | 0.0496        | 1.2198               | 0.0518             | 1.3108              | 0.0532            | 102.280731175583  | 109.911118564481 |
| 1   | 1024       | io_uring | 12        | 16  | asc         | 8.4718          | 4.042         | 8.0456               | 3.7384             | 9.3102              | 4.1714            | 94.9691919072688  | 109.896362048207 |
| 13  | 64         | worker   | 12        | 16  | asc         | 2.553           | 0.0964        | 2.5578               | 0.0896             | 2.805               | 0.091             | 100.188014101058  | 109.870740305523 |
| 25  | 64         | io_uring | 12        | 16  | asc         | 2.907           | 0.0958        | 2.8022               | 0.0982             | 3.1938              | 0.1062            | 96.3949088407293  | 109.865841073271 |
| 24  | 256        | io_uring | 12        | 16  | desc        | 2.7696          | 0.3006        | 2.739                | 0.314              | 3.0424              | 0.3804            | 98.8951473136915  | 109.849797804737 |
| 9   | 1024       | worker   | 12        | 16  | desc        | 5.608           | 0.588         | 5.787                | 0.5916             | 6.1602              | 0.6204            | 103.191868758916  | 109.84664764622  |
| 1   | 8          | io_uring | 12        | 16  | desc        | 3.2754          | 0.1132        | 3.2688               | 0.1248             | 3.5978              | 0.1288            | 99.7984978933871  | 109.84307260182  |
| 3   | 2048       | worker   | 12        | 16  | desc        | 23.7596         | 7.9488        | 23.8972              | 7.3084             | 26.098              | 7.4212            | 100.579134328861  | 109.841916530581 |
| 12  | 16         | io_uring | 12        | 16  | asc         | 2.3238          | 0.0912        | 2.5224               | 0.078              | 2.5524              | 0.0798            | 108.54634650142   | 109.837335398916 |
| 14  | 4          | io_uring | 12        | 16  | desc        | 1.2592          | 0.0484        | 1.2336               | 0.0534             | 1.383               | 0.051             | 97.9669631512071  | 109.831639135959 |
| 8   | 4524288    | worker   | 12        | 16  | desc        | 3511.9762       | 2481.0842     | 3510.9766            | 2586.3366          | 3856.2056           | 2467.5232         | 99.971537392537   | 109.801586924194 |
| 21  | 128        | worker   | 12        | 16  | asc         | 2.8226          | 0.2012        | 2.7414               | 0.208              | 3.099               | 0.2304            | 97.1232197264933  | 109.79238999504  |
| 16  | 64         | io_uring | 12        | 16  | asc         | 2.4126          | 0.0884        | 2.53                 | 0.0972             | 2.6476              | 0.085             | 104.866119539086  | 109.740528889994 |
| 25  | 512        | worker   | 12        | 16  | desc        | 4.041           | 0.2422        | 3.6814               | 0.2164             | 4.434               | 0.2326            | 91.1012125711458  | 109.725315515961 |
| 27  | 4096       | worker   | 12        | 16  | desc        | 6.0914          | 1.0816        | 5.821                | 1.1046             | 6.6838              | 1.2102            | 95.5609547887185  | 109.725186328266 |
| 8   | 16         | io_uring | 12        | 16  | asc         | 2.9474          | 0.0828        | 3.0926               | 0.0924             | 3.2328              | 0.0994            | 104.926375788831  | 109.683110538101 |
| 1   | 128        | worker   | 12        | 16  | desc        | 6.3694          | 0.6988        | 6.4078               | 0.5868             | 6.9846              | 0.6302            | 100.602882532107  | 109.658680566458 |
| 12  | 2          | worker   | 12        | 16  | desc        | 1.1992          | 0.05          | 1.1928               | 0.049              | 1.315               | 0.0558            | 99.4663108739159  | 109.656437625083 |
| 26  | 32768      | worker   | 12        | 16  | asc         | 23.0422         | 7.8716        | 23.933               | 8.5578             | 25.2612             | 8.6608            | 103.865950299885  | 109.630156842663 |
| 9   | 256        | worker   | 12        | 16  | desc        | 3.4188          | 0.2358        | 3.6626               | 0.192              | 3.748               | 0.2046            | 107.131157131157  | 109.62910962911  |
| 2   | 128        | worker   | 12        | 16  | desc        | 5.0486          | 0.5894        | 5.447                | 0.5488             | 5.5336              | 0.59              | 107.891296597076  | 109.606623618429 |
| 4   | 378036     | worker   | 12        | 16  | desc        | 2025.8152       | 1707.0122     | 2040.668             | 1958.8074          | 2219.8296           | 1737.5866         | 100.733176451633  | 109.577102590602 |
| 22  | 64         | worker   | 12        | 16  | asc         | 2.7736          | 0.1346        | 3.2854               | 0.154              | 3.039               | 0.1378            | 118.452552639169  | 109.568791462359 |
| 18  | 4          | worker   | 12        | 16  | desc        | 1.413           | 0.0632        | 1.6202               | 0.0598             | 1.5482              | 0.0654            | 114.663835810333  | 109.568294409059 |
| 21  | 2          | io_uring | 12        | 16  | desc        | 1.447           | 0.0492        | 1.7278               | 0.0564             | 1.5848              | 0.0526            | 119.405666897028  | 109.523151347616 |
| 12  | 64         | worker   | 12        | 16  | asc         | 2.848           | 0.1268        | 2.8324               | 0.113              | 3.119               | 0.125             | 99.4522471910112  | 109.515449438202 |
| 24  | 4096       | worker   | 12        | 16  | asc         | 22.3588         | 4.1322        | 22.3656              | 4.145              | 24.485              | 4.121             | 100.030413081203  | 109.509454890245 |
| 10  | 256        | io_uring | 12        | 16  | asc         | 3.1698          | 0.2028        | 3.0804               | 0.2014             | 3.4712              | 0.2444            | 97.1796327844028  | 109.508486339832 |
| 12  | 4096       | io_uring | 12        | 16  | desc        | 5.8098          | 1.9056        | 6.1382               | 1.93               | 6.3606              | 2.1178            | 105.652518158973  | 109.480532892699 |
| 32  | 8          | io_uring | 12        | 16  | desc        | 4.7948          | 0.1666        | 4.8996               | 0.1634             | 5.247               | 0.1872            | 102.185701176274  | 109.431050304497 |
| 16  | 1024       | io_uring | 12        | 16  | desc        | 3.0014          | 0.3606        | 2.8944               | 0.3178             | 3.284               | 0.3566            | 96.4349970013994  | 109.41560605051  |
| 25  | 1024       | worker   | 12        | 16  | asc         | 3.5508          | 0.3632        | 3.7534               | 0.363              | 3.8826              | 0.3884            | 105.705756449251  | 109.34437309902  |
| 15  | 2048       | worker   | 12        | 16  | asc         | 6.2138          | 0.6076        | 6.127                | 0.6184             | 6.792               | 0.6302            | 98.6031092085358  | 109.305095110882 |
| 12  | 4          | worker   | 12        | 16  | asc         | 1.396           | 0.0574        | 1.537                | 0.0542             | 1.5258              | 0.0572            | 110.100286532951  | 109.297994269341 |
| 11  | 16384      | worker   | 12        | 16  | desc        | 21.6908         | 7.4008        | 22.2712              | 8.666              | 23.7034             | 7.6656            | 102.675788813691  | 109.278588157191 |
| 8   | 256        | worker   | 12        | 16  | desc        | 4.2126          | 0.2982        | 4.4866               | 0.2226             | 4.6032              | 0.2384            | 106.504296633908  | 109.272183449651 |
| 13  | 32         | worker   | 12        | 16  | desc        | 2.1852          | 0.0866        | 2.3862               | 0.0724             | 2.3878              | 0.08              | 109.198242723778  | 109.271462566355 |
| 10  | 32         | io_uring | 12        | 16  | asc         | 2.6238          | 0.0854        | 3.1224               | 0.1016             | 2.867               | 0.1002            | 119.00297278756   | 109.268999161521 |
| 28  | 65536      | worker   | 12        | 16  | desc        | 26.2278         | 15.3052       | 26.78                | 16.5396            | 28.6588             | 16.7838           | 102.10539961415   | 109.268791130022 |
| 16  | 4048576    | worker   | 12        | 16  | desc        | 1561.359        | 1101.558      | 1581.2812            | 1067.0694          | 1705.8324           | 1183.976          | 101.275952551591  | 109.253054550555 |
| 2   | 128        | worker   | 12        | 16  | asc         | 4.9222          | 0.6352        | 4.8268               | 0.601              | 5.3772              | 0.585             | 98.0618422656536  | 109.243834057942 |
| 15  | 8          | worker   | 12        | 16  | desc        | 1.487           | 0.0544        | 1.6234               | 0.0546             | 1.624               | 0.0612            | 109.172831203766  | 109.213180901143 |
| 16  | 256        | io_uring | 12        | 16  | asc         | 2.8058          | 0.1488        | 3.233                | 0.1606             | 3.0634              | 0.1392            | 115.225604105781  | 109.180982251051 |
| 9   | 1024       | io_uring | 12        | 16  | asc         | 3.398           | 0.6022        | 3.4764               | 0.549              | 3.7094              | 0.6828            | 102.307239552678  | 109.164214243673 |
| 4   | 2          | worker   | 12        | 16  | desc        | 2.2276          | 0.0804        | 2.6152               | 0.0792             | 2.4314              | 0.0896            | 117.399892260729  | 109.148859759382 |
| 16  | 65536      | worker   | 12        | 16  | desc        | 29.3716         | 16.331        | 30.2726              | 15.529             | 32.056              | 15.544            | 103.067589099675  | 109.139440820384 |
| 16  | 64         | worker   | 12        | 16  | desc        | 2.3986          | 0.0886        | 2.6724               | 0.103              | 2.6174              | 0.093             | 111.414992078713  | 109.121987826232 |
| 8   | 1          | worker   | 12        | 16  | asc         | 0.972           | 0.05          | 1.1016               | 0.0462             | 1.0604              | 0.051             | 113.333333333333  | 109.094650205761 |
| 5   | 1024288    | worker   | 12        | 16  | asc         | 813.751         | 651.8256      | 796.6976             | 604.9732           | 887.645             | 652.0216          | 97.9043466613251  | 109.080664724222 |
| 14  | 32         | io_uring | 12        | 16  | asc         | 2.2292          | 0.089         | 2.385                | 0.08               | 2.4308              | 0.0804            | 106.98905436928   | 109.043603086309 |
| 18  | 8          | worker   | 12        | 16  | desc        | 1.9838          | 0.0772        | 2.1208               | 0.0786             | 2.163               | 0.0792            | 106.905938098599  | 109.033168666196 |
| 17  | 2          | io_uring | 12        | 16  | desc        | 1.1794          | 0.0524        | 1.2298               | 0.0502             | 1.2858              | 0.0516            | 104.273359335255  | 109.021536374428 |
| 31  | 1          | io_uring | 12        | 16  | desc        | 1.5406          | 0.0654        | 1.6006               | 0.0598             | 1.6794              | 0.0582            | 103.894586524731  | 109.00947682721  |
| 16  | 131072     | worker   | 12        | 16  | desc        | 54.6326         | 33.6102       | 55.8876              | 33.3428            | 59.5472             | 31.8384           | 102.297163232209  | 108.995727825511 |
| 29  | 4          | io_uring | 12        | 16  | desc        | 3.5886          | 0.1028        | 3.724                | 0.1314             | 3.9106              | 0.1216            | 103.773059131695  | 108.97285849635  |
| 25  | 8192       | worker   | 12        | 16  | desc        | 14.1278         | 2.0444        | 14.1406              | 2.0848             | 15.3922             | 2.4358            | 100.090601509081  | 108.949730318946 |
| 26  | 1          | worker   | 12        | 16  | asc         | 0.8652          | 0.0424        | 0.9256               | 0.0426             | 0.9426              | 0.0446            | 106.981044845123  | 108.945908460472 |
| 10  | 128        | io_uring | 12        | 16  | desc        | 2.8246          | 0.1468        | 3.4596               | 0.1408             | 3.077               | 0.1468            | 122.481059265029  | 108.935778517312 |
| 10  | 1          | io_uring | 12        | 16  | desc        | 1.0356          | 0.046         | 1.1728               | 0.0482             | 1.128               | 0.0524            | 113.248358439552  | 108.922363847045 |
| 2   | 64         | worker   | 12        | 16  | asc         | 4.0204          | 0.3248        | 4.048                | 0.3444             | 4.3776              | 0.3368            | 100.686498855835  | 108.884688090737 |
| 7   | 1          | worker   | 12        | 16  | desc        | 0.9524          | 0.0448        | 1.0386               | 0.0502             | 1.037               | 0.045             | 109.05081898362   | 108.882822343553 |
| 23  | 256        | io_uring | 12        | 16  | desc        | 3.3448          | 0.307         | 3.0692               | 0.3128             | 3.6416              | 0.339             | 91.7603444152117  | 108.873475245157 |
| 28  | 4          | worker   | 12        | 16  | desc        | 1.155           | 0.0526        | 1.5946               | 0.048              | 1.2574              | 0.0492            | 138.060606060606  | 108.865800865801 |
| 10  | 16384      | worker   | 12        | 16  | asc         | 22.0134         | 7.4746        | 22.3998              | 7.3134             | 23.9592             | 7.6406            | 101.755294502439  | 108.83916160157  |
| 16  | 8          | io_uring | 12        | 16  | desc        | 1.3986          | 0.06          | 1.6026               | 0.058              | 1.522               | 0.0618            | 114.586014586015  | 108.823108823109 |
| 24  | 32768      | worker   | 12        | 16  | desc        | 44.4942         | 30.7746       | 45.0378              | 30.9014            | 48.4154             | 29.8396           | 101.221732270723  | 108.812834032301 |
| 23  | 131072     | worker   | 12        | 16  | desc        | 235.3198        | 142.252       | 245.7084             | 133.025            | 256.0268            | 148.1762          | 104.414673138427  | 108.799514532989 |
| 16  | 64         | worker   | 12        | 16  | asc         | 2.4668          | 0.0858        | 2.4878               | 0.0918             | 2.683               | 0.0908            | 100.851305334847  | 108.764391113994 |
| 22  | 512        | io_uring | 12        | 16  | desc        | 4.733           | 0.558         | 4.9952               | 0.5404             | 5.147               | 0.6176            | 105.539826748363  | 108.747094865836 |
| 3   | 1          | worker   | 12        | 16  | asc         | 2.0592          | 0.0638        | 1.9384               | 0.0654             | 2.239               | 0.078             | 94.1336441336442  | 108.731546231546 |
| 14  | 1024       | worker   | 12        | 16  | desc        | 4.091           | 0.349         | 4.0958               | 0.3354             | 4.4476              | 0.3776            | 100.117330725984  | 108.716695184551 |
| 1   | 2048       | worker   | 12        | 16  | asc         | 14.8254         | 7.7526        | 14.4126              | 7.2008             | 16.115              | 7.9186            | 97.2155894613299  | 108.698584861117 |
| 27  | 2          | worker   | 12        | 16  | desc        | 1.0164          | 0.047         | 1.0608               | 0.0442             | 1.1048              | 0.0454            | 104.368358913813  | 108.697363242818 |
| 22  | 4          | io_uring | 12        | 16  | asc         | 2.0546          | 0.065         | 1.9968               | 0.0698             | 2.2328              | 0.0668            | 97.1868003504332  | 108.673221064927 |
| 23  | 16384      | worker   | 12        | 16  | desc        | 33.1586         | 14.4678       | 34.3836              | 14.7666            | 36.0304             | 14.8278           | 103.694365865869  | 108.660799913145 |
| 7   | 2024288    | io_uring | 12        | 16  | desc        | 2524.0268       | 1288.9102     | 2549.8486            | 1248.8994          | 2742.4718           | 1234.0422         | 101.023039850449  | 108.654622843149 |
| 22  | 4096       | worker   | 12        | 16  | desc        | 20.3444         | 3.7694        | 20.1524              | 3.716              | 22.1006             | 4.1064            | 99.0562513517233  | 108.632350917206 |
| 22  | 4096       | io_uring | 12        | 16  | asc         | 10.6168         | 3.7992        | 10.5332              | 3.7356             | 11.5318             | 4.0718            | 99.2125687589481  | 108.618416095245 |
| 9   | 2          | io_uring | 12        | 16  | desc        | 1.1144          | 0.0422        | 1.1874               | 0.0548             | 1.21                | 0.0476            | 106.550610193826  | 108.578607322326 |
| 29  | 4          | worker   | 12        | 16  | desc        | 3.6044          | 0.1244        | 3.7174               | 0.1076             | 3.9134              | 0.1254            | 103.135057152369  | 108.572855398957 |
| 4   | 4096       | worker   | 12        | 16  | desc        | 25.9602         | 13.8662       | 25.8074              | 14.3166            | 28.1842             | 15.4912           | 99.4114066917821  | 108.566960192911 |
| 16  | 4          | worker   | 12        | 16  | desc        | 1.228           | 0.0538        | 1.2018               | 0.0486             | 1.3332              | 0.054             | 97.8664495114006  | 108.5667752443   |
| 9   | 4          | io_uring | 12        | 16  | asc         | 1.4928          | 0.0616        | 1.5948               | 0.0562             | 1.6204              | 0.054             | 106.832797427653  | 108.547695605573 |
| 21  | 256        | worker   | 12        | 16  | desc        | 3.8804          | 0.3262        | 3.9838               | 0.3218             | 4.212               | 0.3454            | 102.664673744975  | 108.545510772085 |
| 6   | 8          | worker   | 12        | 16  | desc        | 2.1252          | 0.0632        | 2.319                | 0.076              | 2.306               | 0.076             | 109.119141727837  | 108.507434594391 |
| 25  | 4096       | io_uring | 12        | 16  | desc        | 8.3632          | 1.1888        | 8.804                | 1.0732             | 9.074               | 1.2214            | 105.270709776162  | 108.499139085518 |
| 6   | 4024288    | io_uring | 12        | 16  | asc         | 5003.738        | 2244.5898     | 5050.0828            | 2222.2686          | 5428.93             | 2285.0292         | 100.926203570211  | 108.497487278511 |
| 18  | 4          | worker   | 12        | 16  | asc         | 1.4182          | 0.0714        | 1.5744               | 0.0668             | 1.538               | 0.0596            | 111.01396135947   | 108.447327598364 |
| 1   | 32         | worker   | 12        | 16  | asc         | 2.6014          | 0.2016        | 2.885                | 0.2684             | 2.8206              | 0.2226            | 110.901822095795  | 108.426232028908 |
| 28  | 64         | worker   | 12        | 16  | asc         | 3.0604          | 0.1008        | 3.0912               | 0.0944             | 3.3172              | 0.1016            | 101.006404391583  | 108.391059992158 |
| 7   | 2          | io_uring | 12        | 16  | asc         | 1.1776          | 0.0448        | 1.2468               | 0.0462             | 1.2762              | 0.0512            | 105.876358695652  | 108.372961956522 |
| 10  | 128        | io_uring | 12        | 16  | asc         | 3.0532          | 0.1538        | 3.2342               | 0.1538             | 3.3086              | 0.1774            | 105.928206471898  | 108.364994104546 |
| 16  | 6048576    | worker   | 12        | 16  | desc        | 2338.8506       | 1604.0132     | 2344.6298            | 1832.2222          | 2533.6672           | 1669.5798         | 100.247095731553  | 108.329587191247 |
| 2   | 16         | io_uring | 12        | 16  | desc        | 2.8346          | 0.143         | 2.7996               | 0.183              | 3.07                | 0.1442            | 98.7652578847104  | 108.304522683977 |
| 4   | 128        | worker   | 12        | 16  | desc        | 3.284           | 0.6074        | 3.1024               | 0.6306             | 3.5556              | 0.6               | 94.4701583434836  | 108.270401948843 |
| 23  | 4096       | worker   | 12        | 16  | asc         | 20.5286         | 4.3314        | 20.7812              | 4.0058             | 22.2246             | 4.107             | 101.230478454449  | 108.261644729792 |
| 9   | 4          | io_uring | 12        | 16  | desc        | 1.3882          | 0.0582        | 1.4806               | 0.0608             | 1.5024              | 0.0608            | 106.656101426307  | 108.226480334246 |
| 12  | 8          | worker   | 12        | 16  | asc         | 1.926           | 0.07          | 2.1014               | 0.0706             | 2.0844              | 0.0756            | 109.106957424714  | 108.224299065421 |
| 26  | 2048       | worker   | 12        | 16  | desc        | 5.453           | 0.6552        | 5.4516               | 0.5952             | 5.9014              | 0.6222            | 99.9743260590501  | 108.222996515679 |
| 24  | 8          | worker   | 12        | 16  | asc         | 2.3282          | 0.0782        | 2.3274               | 0.0886             | 2.5192              | 0.0808            | 99.9656386908341  | 108.203762563354 |
| 25  | 2          | io_uring | 12        | 16  | asc         | 0.9734          | 0.05          | 0.94                 | 0.0414             | 1.0532              | 0.0566            | 96.5687281693035  | 108.198068625437 |
| 23  | 4096       | io_uring | 12        | 16  | desc        | 10.4434         | 3.7812        | 10.6006              | 3.7624             | 11.2982             | 4.3394            | 101.50525690867   | 108.185073826532 |
| 11  | 512        | io_uring | 12        | 16  | desc        | 3.4908          | 0.3286        | 3.3788               | 0.3168             | 3.7764              | 0.402             | 96.7915664031168  | 108.181505672052 |
| 9   | 16384      | io_uring | 12        | 16  | asc         | 13.8328         | 7.3488        | 14.0426              | 8.0126             | 14.9626             | 7.618             | 101.516684980626  | 108.167543808918 |
| 13  | 128        | io_uring | 12        | 16  | asc         | 2.5176          | 0.0994        | 2.4888               | 0.1056             | 2.7232              | 0.1054            | 98.8560533841754  | 108.166507785192 |
| 20  | 4          | io_uring | 12        | 16  | desc        | 1.5164          | 0.0692        | 1.5226               | 0.0648             | 1.6402              | 0.0556            | 100.408863096808  | 108.16407280401  |
| 16  | 256        | worker   | 12        | 16  | desc        | 2.5072          | 0.1636        | 2.7362               | 0.1808             | 2.7118              | 0.1476            | 109.133694958519  | 108.160497766433 |
| 23  | 32         | worker   | 12        | 16  | desc        | 2.7324          | 0.136         | 3.0516               | 0.1064             | 2.9552              | 0.1144            | 111.682037768994  | 108.154003806178 |
| 6   | 4096       | io_uring | 12        | 16  | asc         | 9.6282          | 2.2262        | 9.4568               | 2.3138             | 10.4128             | 2.4828            | 98.2198126337218  | 108.148979040735 |
| 1   | 1024       | worker   | 12        | 16  | desc        | 28.0588         | 4.0792        | 28.6322              | 3.7252             | 30.34               | 3.9384            | 102.043565654982  | 108.13006971075  |
| 13  | 8          | worker   | 12        | 16  | asc         | 1.4514          | 0.0538        | 1.4192               | 0.0562             | 1.5692              | 0.0554            | 97.7814523907951  | 108.116301501998 |
