1	5	0.408	0.0228	-1.0	-1.0	3.6	5.0
2	5	0.5986	0.0238	-1.0	-1.0	6.4	5.0
4	5	0.8772	0.026	-1.0	-1.0	10.2	5.0
8	5	1.6406	0.0372	-1.0	-1.0	21.4	5.0
16	5	2.853	0.051	-1.0	-1.0	41.4	5.8
32	5	5.6482	0.1072	-1.0	-1.0	82.2	5.4
64	5	10.8696	0.1372	-1.0	-1.0	164.0	7.2
128	5	20.1324	0.236	-1.0	-1.0	321.0	13.6
256	5	37.893	0.4352	-1.0	-1.0	640.8	31.8
512	5	64.0334	0.5998	-1.0	-1.0	1228.2	110.4
1024	5	102.203	1.4664	-1.0	-1.0	2321.0	333.4
2048	5	132.01	3.0866	-1.0	-1.0	4170.4	1165.6
4096	5	142.3262	4.7316	-1.0	-1.0	6807.6	3866.2
8192	5	158.9774	8.4372	-1.0	-1.0	10219.4	11108.6
16384	5	187.1834	17.3542	-1.0	-1.0	14227.6	28486.6
32768	5	201.5202	26.476	-1.0	-1.0	16548.8	68834.0
65536	5	233.2548	53.6912	-1.0	-1.0	19283.0	151363.4
131072	5	329.934	108.3158	-1.0	-1.0	26942.4	314358.8
262144	5	488.0328	214.4356	-1.0	-1.0	39528.8	642879.2
512144	5	824.8722	420.6894	-1.0	-1.0	64904.8	1267901.4
762144	5	1161.4716	621.9584	-1.0	-1.0	90216.6	1892866.4
1012144	5	1475.7074	830.5242	-1.0	-1.0	115538.0	2517966.4
1262144	5	1845.5586	1031.418	-1.0	-1.0	141427.2	3142388.2
1512144	5	2139.9502	1229.4392	-1.0	-1.0	165946.4	3768618.4
1762144	5	2471.5844	1432.2938	-1.0	-1.0	191265.8	4393539.4
2012144	5	2813.2154	1644.1324	-1.0	-1.0	217258.8	5018207.6
2262144	5	3136.3106	1847.3184	-1.0	-1.0	242272.4	5643838.8
