1	5	0.4176	0.0226	-1.0	-1.0	3.0	5.0
2	5	0.4384	0.0222	-1.0	-1.0	4.2	5.6
4	5	0.5762	0.0308	-1.0	-1.0	7.6	6.0
8	5	1.1004	0.0372	-1.0	-1.0	14.0	7.6
16	5	1.5232	0.0416	-1.0	-1.0	22.8	14.6
32	5	2.076	0.0486	-1.0	-1.0	33.4	35.2
64	5	2.896	0.066	-1.0	-1.0	40.8	89.6
128	5	2.9772	0.078	-1.0	-1.0	48.4	204.2
256	5	4.2834	0.1024	-1.0	-1.0	61.6	440.2
512	5	6.2744	0.2272	-1.0	-1.0	89.8	907.8
1024	5	9.8544	0.2568	-1.0	-1.0	139.6	1858.6
2048	5	15.9798	0.5336	-1.0	-1.0	243.4	3743.0
4096	5	28.7306	0.9634	-1.0	-1.0	448.4	7529.4
8192	5	55.7886	2.078	-1.0	-1.0	862.0	15061.4
16384	5	108.7338	4.558	-1.0	-1.0	1687.8	30180.6
32768	5	212.5384	8.9272	-1.0	-1.0	3336.0	60373.0
65536	5	423.45	20.9278	-1.0	-1.0	6635.8	120730.6
131072	5	838.52	43.0454	-1.0	-1.0	13237.2	241548.4
262144	5	1670.695	87.2502	-1.0	-1.0	26436.8	483076.8
524288	5	3350.5352	178.0454	-1.0	-1.0	52833.4	965885.8
1024288	5	6550.8072	343.324	-1.0	-1.0	103185.8	1887190.4
1524288	5	9737.9646	516.8142	-1.0	-1.0	153537.6	2808481.4
2024288	5	12867.1576	677.837	-1.0	-1.0	203887.0	3730010.0
2524288	5	16045.7424	849.013	-1.0	-1.0	254238.2	4651132.8
3024288	5	19216.9264	1011.1644	-1.0	-1.0	304590.2	5572687.8
3524288	5	22395.427	1175.6844	-1.0	-1.0	354943.8	6493841.6
4024288	5	25531.3216	1351.0376	-1.0	-1.0	405294.4	7415195.0
4524288	5	28702.9562	1504.6216	-1.0	-1.0	455645.4	8336498.0
