1	5	0.4178	0.0242	-1.0	-1.0	3.0	5.0
2	5	0.4428	0.0228	-1.0	-1.0	5.0	5.0
4	5	0.8306	0.0298	-1.0	-1.0	8.8	5.0
8	5	1.3136	0.0296	-1.0	-1.0	16.6	5.0
16	5	2.0778	0.045	-1.0	-1.0	30.2	6.6
32	5	4.2208	0.075	-1.0	-1.0	58.6	10.6
64	5	6.5772	0.1032	-1.0	-1.0	106.2	24.8
128	5	10.4146	0.1694	-1.0	-1.0	182.0	75.8
256	5	12.3146	0.2074	-1.0	-1.0	270.2	240.8
512	5	16.07	0.376	-1.0	-1.0	354.2	661.2
1024	5	18.689	0.3328	-1.0	-1.0	411.6	1603.4
2048	5	17.7656	0.7724	-1.0	-1.0	416.6	3608.2
4096	5	21.3754	1.1518	-1.0	-1.0	474.0	7570.8
8192	5	28.7362	1.8308	-1.0	-1.0	615.0	15465.8
16384	5	38.873	3.2936	-1.0	-1.0	794.6	31365.0
32768	5	66.0362	5.589	-1.0	-1.0	1311.6	62985.4
65536	5	116.2406	12.2054	-1.0	-1.0	2246.8	126283.4
131072	5	217.11	32.9968	-1.0	-1.0	4083.0	253053.0
262144	5	411.611	73.9822	-1.0	-1.0	7786.4	506571.2
524288	5	807.34	147.2742	-1.0	-1.0	15251.4	1013378.6
1024288	5	1567.0724	289.6082	-1.0	-1.0	29484.6	1980155.2
1524288	5	2329.8714	427.0018	-1.0	-1.0	43710.8	2946683.8
2024288	5	3098.0514	568.1112	-1.0	-1.0	57962.2	3913137.2
2524288	5	3866.2522	709.1128	-1.0	-1.0	72196.4	4880001.6
3024288	5	4614.4122	847.3798	-1.0	-1.0	86405.0	5846934.4
3524288	5	5377.9846	982.621	-1.0	-1.0	100669.8	6813817.0
4024288	5	6130.9162	1123.5376	-1.0	-1.0	114885.8	7780519.2
4524288	5	6903.4748	1270.1868	-1.0	-1.0	129114.4	8747422.4
