1	5	2.5968	0.0782	-1.0	-1.0	14.4	3.2
2	5	2.9014	0.0898	-1.0	-1.0	21.2	8.6
4	5	3.1818	0.1204	-1.0	-1.0	23.8	30.4
8	5	3.4208	0.1644	-1.0	-1.0	27.8	74.0
16	5	3.6156	0.1422	-1.0	-1.0	29.0	168.4
32	5	4.2526	0.218	-1.0	-1.0	34.6	353.6
64	5	4.8132	0.3878	-1.0	-1.0	41.4	733.2
128	5	6.7294	0.5354	-1.0	-1.0	55.2	1488.2
256	5	9.8298	1.0374	-1.0	-1.0	85.6	2988.2
512	5	16.5068	2.1698	-1.0	-1.0	145.0	6016.4
1024	5	28.758	4.1272	-1.0	-1.0	264.4	12035.6
2048	5	53.6484	7.379	-1.0	-1.0	501.4	24086.8
4096	5	103.5206	15.3776	-1.0	-1.0	976.8	48175.8
8192	5	203.3762	28.938	-1.0	-1.0	1926.6	96405.8
16384	5	404.6148	66.999	-1.0	-1.0	3826.6	192819.8
32768	5	800.677	147.6966	-1.0	-1.0	7626.4	385601.6
65536	5	1607.1296	316.3824	-1.0	-1.0	15227.8	771179.6
128036	5	3115.3398	567.8846	-1.0	-1.0	29724.6	1506080.6
190536	5	4640.7336	914.282	-1.0	-1.0	44221.4	2241468.8
253036	5	6173.0094	1240.3838	-1.0	-1.0	58718.8	2976752.2
315536	5	7755.332	1625.1018	-1.0	-1.0	73215.6	3711970.0
378036	5	9249.917	1572.219	-1.0	-1.0	87712.6	4447433.4
440536	5	10748.311	1922.9176	-1.0	-1.0	102209.6	5182793.4
503036	5	12261.3844	2136.1458	-1.0	-1.0	116706.4	5917617.6
565536	5	13816.7332	2353.7756	-1.0	-1.0	131203.2	6652475.2
