1	5	0.4118	0.0236	-1.0	-1.0	3.0	5.0
2	5	0.4824	0.0298	-1.0	-1.0	5.0	5.0
4	5	0.6804	0.0276	-1.0	-1.0	7.8	5.8
8	5	0.9956	0.0304	0.4572	-1.0	14.2	7.6
16	5	1.5182	0.044	1.5368	-1.0	23.2	14.6
32	5	1.9922	0.0466	2.7312	-1.0	32.8	36.2
64	5	2.3872	0.0644	-1.0	-1.0	42.6	87.6
128	5	2.6642	0.0924	34.1932	-1.0	50.4	205.0
256	5	3.2208	0.152	2.214	-1.0	63.0	439.0
512	5	2.8828	0.2456	53.286	-1.0	87.6	914.4
1024	5	3.766	0.4038	2.1378	-1.0	140.4	1854.8
2048	5	4.127	0.7298	52.929	-1.0	243.0	3741.0
4096	5	5.4156	1.03	104.0526	-1.0	449.0	7520.2
8192	5	8.019	2.0326	-1.0	-1.0	860.6	15080.8
16384	5	12.3452	4.1528	51.5716	-1.0	1687.6	30183.0
32768	5	19.9074	9.809	51.8328	-1.0	3337.2	60393.4
65536	5	36.854	20.7576	51.8082	-1.0	6637.8	120790.8
131072	5	63.1002	43.293	-1.0	-1.0	13236.6	241527.2
262144	5	122.6664	88.5998	-1.0	-1.0	26434.8	483042.4
524288	5	258.8744	176.0906	51.8194	-1.0	52834.4	965955.6
1024288	5	452.3318	343.4546	-1.0	-1.0	103184.2	1887070.8
1524288	5	671.2274	505.493	-1.0	-1.0	153536.2	2808121.0
2024288	5	895.8786	678.06	-1.0	-1.0	203886.8	3729419.8
2524288	5	1092.26	840.267	-1.0	-1.0	254238.2	4650533.4
3024288	5	1447.9376	1004.9352	51.8204	-1.0	304591.4	5571892.6
3524288	5	1530.699	1169.495	-1.0	-1.0	354942.2	6493136.8
4024288	5	1741.911	1337.8934	-1.0	-1.0	405292.0	7414759.8
4524288	5	1962.733	1498.8362	-1.0	-1.0	455644.2	8336008.4
