1	5	0.4598	0.0244	-1.0	-1.0	3.8	4.2
2	5	0.5148	0.0244	-1.0	-1.0	5.4	4.4
4	5	0.741	0.0304	-1.0	-1.0	8.8	5.2
8	5	1.0796	0.0396	-1.0	-1.0	15.0	5.8
16	5	1.786	0.0526	-0.4	-1.0	25.0	12.4
32	5	2.176	0.0438	-1.0	-1.0	33.2	34.0
64	5	2.696	0.0708	35.6182	-1.0	43.4	87.0
128	5	3.1918	0.0962	1.813	-1.0	50.4	202.8
256	5	3.3982	0.141	2.0418	-1.0	64.8	438.2
512	5	3.6352	0.2396	51.0212	-1.0	89.8	909.4
1024	5	3.428	0.4122	153.1432	-1.0	140.4	1844.0
2048	5	6.3076	0.807	2.1674	-1.0	245.0	3750.4
4096	5	8.9346	1.1522	-1.0	-1.0	449.8	7491.6
8192	5	13.6424	1.9552	51.2482	-1.0	861.2	15032.4
16384	5	20.9746	4.7844	51.0908	-1.0	1686.2	30096.4
32768	5	33.3922	9.589	-1.0	-1.0	3337.4	60279.2
65536	5	62.142	19.5774	51.3572	-1.0	6636.8	120667.4
131072	5	115.5488	42.6388	-1.0	-1.0	13236.0	241402.4
262144	5	240.2914	87.4978	51.3482	-1.0	26436.2	483014.8
524288	5	466.1038	177.8178	51.3346	-1.0	52835.6	966038.6
1024288	5	857.4804	341.2954	-1.0	-1.0	103185.8	1887543.6
1524288	5	1270.257	506.7578	-1.0	-1.0	153536.8	2808821.6
2024288	5	1743.8594	669.7958	51.3408	-1.0	203888.0	3730550.2
2524288	5	2087.8066	834.482	-1.0	-1.0	254240.0	4651855.0
3024288	5	2586.0452	998.4828	51.3428	-1.0	304591.8	5573352.6
3524288	5	2908.9804	1166.1354	-1.0	-1.0	354941.8	6495046.4
4024288	5	3422.315	1328.4412	51.338	-1.0	405292.8	7416635.6
4524288	5	3733.527	1492.7764	-1.0	-1.0	455645.6	8337921.8
