1	5	1.6006	0.0598	-1.0	-1.0	10.4	3.2
2	5	2.2952	0.0892	-1.0	-1.0	17.4	3.0
4	5	3.7012	0.109	-1.0	-1.0	33.2	3.8
8	5	6.51	0.183	-1.0	-1.0	62.4	3.0
16	5	11.728	0.3656	-1.0	-1.0	120.2	3.4
32	5	22.2156	0.4706	-1.0	-1.0	236.6	3.2
64	5	45.1006	0.7944	-1.0	-1.0	476.8	4.2
128	5	86.2554	1.273	-1.0	-1.0	937.2	13.8
256	5	170.3562	2.2338	-1.0	-1.0	1852.2	40.2
512	5	331.5344	5.9018	-1.0	-1.0	3642.2	124.8
1024	5	649.1882	11.1948	-1.0	-1.0	7189.2	347.4
2048	5	1236.3212	20.3946	-1.0	-1.0	13715.6	1346.0
4096	5	2221.1254	42.6184	-1.0	-1.0	24731.0	5360.8
8192	5	3794.4176	82.99	-1.0	-1.0	42868.0	17399.6
16384	5	5927.4058	148.1286	-1.0	-1.0	70385.6	50081.0
32768	5	8026.9516	279.6218	-1.0	-1.0	99454.6	141560.4
64018	5	12108.9558	566.0852	-1.0	-1.0	150764.8	320146.0
95268	5	15998.6726	792.023	-1.0	-1.0	199515.0	501224.0
126518	5	19404.013	1030.3702	-1.0	-1.0	241786.4	688685.0
157768	5	23557.5514	1267.8228	-1.0	-1.0	293174.4	866908.4
189018	5	27366.4122	1698.2102	-1.0	-1.0	342938.6	1046857.0
220268	5	30541.6288	1713.1802	-1.0	-1.0	381618.8	1237968.4
251518	5	35359.1108	2083.1754	-1.0	-1.0	441646.8	1407915.4
282768	5	37852.028	2387.592	-1.0	-1.0	472874.2	1606513.4
