1	5	0.3912	0.0232	-1.0	-1.0	2.0	5.0
2	5	0.3256	0.025	-1.0	-1.0	2.8	5.0
4	5	0.4762	0.0224	-1.0	-1.0	4.6	5.2
8	5	0.6272	0.0272	-1.0	-1.0	6.6	7.2
16	5	0.6688	0.0326	-1.0	-1.0	8.2	11.6
32	5	0.7944	0.041	-1.0	-1.0	10.2	24.2
64	5	0.8664	0.036	-1.0	-1.0	11.4	51.8
128	5	0.7622	0.054	-1.0	-1.0	13.4	107.4
256	5	0.9576	0.0678	-1.0	-1.0	18.0	216.2
512	5	1.2824	0.1182	-1.0	-1.0	27.0	431.2
1024	5	1.539	0.158	-1.0	-1.0	45.6	869.6
2048	5	2.1652	0.3248	-1.0	-1.0	82.8	1744.0
4096	5	3.628	0.7444	-1.0	-1.0	157.2	3475.4
8192	5	6.2574	1.1468	-1.0	-1.0	305.2	6977.6
16384	5	11.0378	2.601	-1.0	-1.0	601.0	13960.6
32768	5	20.1478	5.411	-1.0	-1.0	1194.0	27946.2
65536	5	37.055	12.1296	-1.0	-1.0	2380.0	55826.2
131072	5	70.8132	25.3746	-1.0	-1.0	4751.2	111671.6
262144	5	144.7554	53.4774	-1.0	-1.0	9492.2	223463.2
524288	5	288.2438	110.384	-1.0	-1.0	18975.6	446879.0
1024288	5	554.4722	214.5448	-1.0	-1.0	37063.0	873024.8
1524288	5	823.024	313.7592	-1.0	-1.0	55152.0	1299260.6
2024288	5	1088.6614	418.1764	-1.0	-1.0	73239.8	1725761.0
2524288	5	1359.5772	521.7386	-1.0	-1.0	91327.8	2151482.4
3024288	5	1623.947	622.5544	-1.0	-1.0	109415.6	2577349.0
3524288	5	1891.4842	724.0674	-1.0	-1.0	127504.2	3003482.4
4024288	5	2157.3972	831.1898	-1.0	-1.0	145592.0	3429406.0
4524288	5	2434.6128	929.189	-1.0	-1.0	163680.2	3855598.6
