1	5	0.381	0.0248	-1.0	-1.0	3.0	4.2
2	5	0.388	0.0216	-1.0	-1.0	3.4	5.0
4	5	0.5702	0.025	-1.0	-1.0	6.6	4.2
8	5	0.784	0.0306	-1.0	-1.0	9.4	5.0
16	5	1.4168	0.0384	-1.0	-1.0	18.8	5.2
32	5	2.7726	0.047	-1.0	-1.0	37.8	5.0
64	5	5.2156	0.0766	-1.0	-1.0	73.6	5.0
128	5	10.1958	0.151	-1.0	-1.0	146.6	9.0
256	5	19.7274	0.2224	-1.0	-1.0	286.4	16.2
512	5	37.0944	0.446	-1.0	-1.0	543.8	63.2
1024	5	68.3284	0.644	-1.0	-1.0	1014.8	175.8
2048	5	97.968	1.2896	-1.0	-1.0	1651.6	731.4
4096	5	130.4216	1.8584	-1.0	-1.0	2669.8	2088.0
8192	5	168.7272	3.7274	-1.0	-1.0	3846.4	5650.2
16384	5	251.0996	6.2356	-1.0	-1.0	5477.8	13545.4
32768	5	393.7132	13.7458	-1.0	-1.0	8658.6	29362.4
65536	5	685.6576	27.2028	-1.0	-1.0	14969.0	61089.6
131072	5	1272.3874	54.2688	-1.0	-1.0	27948.8	124162.2
262144	5	2421.4766	109.8636	-1.0	-1.0	53584.0	250682.8
512144	5	4655.57	211.067	-1.0	-1.0	102734.2	491665.2
762144	5	6865.4036	308.3886	-1.0	-1.0	151895.0	732634.8
1012144	5	9040.1178	407.0576	-1.0	-1.0	200619.2	974012.8
1262144	5	11212.9648	508.8922	-1.0	-1.0	249966.2	1214814.8
1512144	5	13395.8168	599.2	-1.0	-1.0	299251.4	1455506.2
1762144	5	15567.0414	695.2244	-1.0	-1.0	348348.8	1696502.8
2012144	5	17747.9882	797.3668	-1.0	-1.0	397376.0	1937640.2
2262144	5	19953.224	899.7792	-1.0	-1.0	446467.2	2178778.2
