1	5	0.3966	0.025	-1.0	-1.0	3.0	5.0
2	5	0.481	0.0268	-1.0	-1.0	5.0	5.0
4	5	0.7212	0.0268	-1.0	-1.0	8.6	5.2
8	5	1.2642	0.0308	-1.0	-1.0	16.8	5.2
16	5	2.2936	0.0382	-1.0	-1.0	31.4	6.2
32	5	4.101	0.0538	-1.0	-1.0	57.6	11.4
64	5	7.35	0.099	-1.0	-1.0	107.4	24.8
128	5	10.3334	0.1546	-1.0	-1.0	167.6	88.0
256	5	16.7302	0.1756	-1.0	-1.0	286.0	222.6
512	5	13.3252	0.2594	-1.0	-1.0	304.8	705.8
1024	5	13.5626	0.3858	-1.0	-1.0	324.8	1685.8
2048	5	17.8144	0.5988	-1.0	-1.0	400.8	3617.2
4096	5	19.3096	1.1524	-1.0	-1.0	496.2	7546.0
8192	5	21.1978	1.6196	-1.0	-1.0	593.4	15480.6
16384	5	28.0908	2.7962	-1.0	-1.0	849.2	31303.2
32768	5	32.0322	8.3792	-1.0	-1.0	1241.0	63039.2
65536	5	54.8978	14.6434	-1.0	-1.0	2244.2	126397.4
131072	5	92.014	32.5232	-1.0	-1.0	4091.6	253142.6
262144	5	173.58	70.9434	-1.0	-1.0	7843.4	506620.2
524288	5	323.4038	147.1236	-1.0	-1.0	15285.4	1013389.2
1024288	5	607.9372	285.8696	-1.0	-1.0	29501.0	1980037.6
1524288	5	900.4174	422.5888	-1.0	-1.0	43755.2	2946596.2
2024288	5	1191.4404	562.603	-1.0	-1.0	57986.8	3913497.2
2524288	5	1477.4242	696.5912	-1.0	-1.0	72187.6	4880264.8
3024288	5	1759.6544	834.8014	-1.0	-1.0	86406.2	5847130.6
3524288	5	2051.718	973.5264	-1.0	-1.0	100641.6	6813854.6
4024288	5	2355.2042	1117.3364	-1.0	-1.0	114869.8	7780717.0
4524288	5	2638.4202	1251.3916	-1.0	-1.0	129066.6	8747600.8
