1	5	1.1944	0.052	-1.0	-1.0	4.8	5.0
2	5	1.6362	0.0602	-1.0	-1.0	8.6	5.2
4	5	2.2328	0.0668	-1.0	-1.0	13.8	7.8
8	5	2.3204	0.0796	-1.0	-1.0	16.4	20.2
16	5	2.7002	0.1032	-1.0	-1.0	20.2	44.6
32	5	2.779	0.1082	-1.0	-1.0	21.6	101.2
64	5	2.7428	0.1328	0.2	-1.0	22.6	219.0
128	5	3.1678	0.2088	0.2	-1.0	25.4	452.6
256	5	3.2186	0.3446	2.0	-1.0	32.2	919.6
512	5	3.9282	0.6238	2.0	-1.0	43.0	1858.8
1024	5	5.0126	1.2138	2.0	-1.0	64.8	3734.2
2048	5	7.104	2.2476	2.0	-1.0	109.8	7484.4
4096	5	11.5318	4.0718	-1.0	-1.0	197.8	14986.2
8192	5	19.4622	7.8178	-1.0	-1.0	375.8	29951.0
16384	5	33.5776	15.9708	-1.0	-1.0	731.2	59962.4
32768	5	62.727	29.5046	-1.0	-1.0	1442.0	119892.0
65536	5	121.3026	61.6672	-1.0	-1.0	2863.4	239933.8
131072	5	235.1656	136.933	-1.0	-1.0	5705.4	479892.2
262144	5	509.3286	281.919	51.005	-1.0	11391.0	959971.4
512144	5	902.9158	554.5944	-1.0	-1.0	22233.4	1875278.2
762144	5	1328.6926	795.6398	-1.0	-1.0	33075.4	2791045.0
1012144	5	1783.0562	1070.9578	-1.0	-1.0	43919.0	3706592.0
1262144	5	2190.0828	1408.7504	-1.0	-1.0	54761.0	4621708.2
1512144	5	2660.5536	1520.0472	-1.0	-1.0	65603.8	5538170.2
1762144	5	3106.3912	1866.0456	-1.0	-1.0	76447.2	6453470.4
2012144	5	3508.4054	2220.189	-1.0	-1.0	87289.6	7369344.8
2262144	5	3922.0112	2371.4732	-1.0	-1.0	98133.2	8285008.2
